"idvisitas","idvalidacion","iduser","idgeo","fvisita","idobs1","idobs2","idviento","temperatura","idnubes","observaciones","fcreacion","fmodificacion","ptf","protocolo","ffin"
7691,NULL,4,"21","2020-08-05 10:40:19",102,NULL,0,"21.00",0,NULL,"2021-02-09 11:40:52.680842","2021-02-09 11:40:52.680852","16-21-20200805",16,"2020-08-05 11:40:29"
7692,NULL,6,"81","2020-06-18 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 11:41:43.05119","2021-02-09 11:41:43.051201","37-81-20200618",37,"2020-06-18 11:37:07"
7693,NULL,4,"21","2020-08-30 11:00:30",77,97,0,"24.00",0,NULL,"2021-02-09 11:42:37.573097","2021-02-09 11:42:37.573107","16-21-20200830",16,"2020-08-30 12:42:13"
7694,NULL,6,"82","2020-06-18 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 11:43:00.263337","2021-02-09 11:43:00.263347","37-82-20200618",37,"2020-06-18 11:37:07"
7695,NULL,6,"83","2020-06-18 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 11:44:01.654418","2021-02-09 11:44:01.654428","37-83-20200618",37,"2020-06-18 11:37:07"
7696,NULL,6,"80","2020-06-18 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 11:45:13.306036","2021-02-09 11:45:13.306046","37-80-20200618",37,"2020-06-18 11:37:07"
7697,NULL,6,"81","2020-06-18 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 11:46:24.766009","2021-02-09 11:46:24.766019","37-81-20200618",37,"2020-06-18 11:37:07"
7698,NULL,6,"82","2020-06-09 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 11:48:39.198166","2021-02-09 11:48:39.198177","37-82-20200609",37,"2020-06-09 11:37:07"
7699,NULL,6,"83","2020-06-09 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 11:50:37.654126","2021-02-09 11:50:37.654136","37-83-20200609",37,"2020-06-09 11:37:07"
7700,NULL,6,"80","2020-06-09 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 11:54:35.901411","2021-02-09 11:54:35.901421","37-80-20200609",37,"2020-06-09 11:37:07"
7701,NULL,6,"81","2020-06-09 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 11:56:37","2021-02-09 12:02:44.978711","37-81-20200609",37,"2020-06-09 11:37:07"
7702,NULL,6,"82","2020-06-09 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 11:57:48.46764","2021-02-09 11:57:48.46765","37-82-20200609",37,"2020-06-09 11:37:07"
7703,NULL,6,"83","2020-06-09 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 11:59:31.383967","2021-02-09 11:59:31.383981","37-83-20200609",37,"2020-06-09 11:37:07"
7704,NULL,6,"80","2020-06-09 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 12:02:14.288649","2021-02-09 12:02:14.288659","37-80-20200609",37,"2020-06-09 11:37:07"
7705,NULL,6,"81","2020-06-09 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 12:06:09.043236","2021-02-09 12:06:09.043247","37-81-20200609",37,"2020-06-09 11:37:07"
7706,NULL,2,"45","2020-08-15 12:00:00",100,NULL,1,"27.00",1,NULL,"2021-02-09 12:06:40.988907","2021-02-09 12:06:40.988917","16-45-20200815",16,"2020-08-15 14:00:00"
7707,NULL,6,"82","2020-05-26 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 12:10:36.827228","2021-02-09 12:10:36.827238","37-82-20200526",37,"2020-05-26 11:37:07"
7708,NULL,4,"16","2020-06-30 10:30:53",97,NULL,3,"14.00",1,NULL,"2021-02-09 12:10:46.998979","2021-02-09 12:10:46.998989","16-16-20200630",16,"2020-06-30 12:10:14"
7709,NULL,6,"83","2020-05-26 11:37:07",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 12:12:55.141782","2021-02-09 12:12:55.141793","37-83-20200526",37,"2020-05-26 11:37:07"
7710,NULL,2,"45","2020-08-29 12:00:00",100,NULL,1,"28.00",2,NULL,"2021-02-09 12:28:14.87455","2021-02-09 12:28:14.874561","16-45-20200829",16,"2020-08-29 14:00:00"
7711,NULL,6,"81","2020-05-26 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 12:37:41.661249","2021-02-09 12:37:41.661262","37-81-20200526",37,"2020-05-26 12:36:53"
7712,NULL,6,"80","2020-05-26 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 12:40:26.637464","2021-02-09 12:40:26.637475","37-80-20200526",37,"2020-05-26 12:36:53"
7713,NULL,4,"16","2020-06-19 11:00:06",77,NULL,1,"15.00",1,NULL,"2021-02-09 12:40:55.264024","2021-02-09 12:40:55.264035","16-16-20200619",16,"2020-06-19 12:40:25"
7714,NULL,4,"16","2020-07-14 10:44:44",97,NULL,1,"18.00",1,NULL,"2021-02-09 12:45:24.200644","2021-02-09 12:45:24.200655","16-16-20200714",16,"2020-07-14 11:45:00"
7715,NULL,6,"82","2020-05-26 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 12:46:46.836565","2021-02-09 12:46:46.836577","37-82-20200526",37,"2020-05-26 12:36:53"
7716,NULL,2,"45","2020-09-12 13:00:00",100,NULL,1,"18.00",1,NULL,"2021-02-09 12:47:13.288761","2021-02-09 12:47:13.288772","16-45-20200912",16,"2020-09-12 14:30:35"
7717,NULL,2,"45","2020-09-26 13:00:00",100,NULL,1,"14.00",0,NULL,"2021-02-09 12:52:34.132784","2021-02-09 12:52:34.132795","16-45-20200926",16,"2020-09-26 14:30:00"
7718,NULL,6,"83","2020-05-26 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 12:53:35.691765","2021-02-09 12:53:35.691776","37-83-20200526",37,"2020-05-26 12:36:53"
7719,NULL,2,"45","2020-10-04 13:00:00",100,NULL,1,"15.00",0,NULL,"2021-02-09 12:56:02.888753","2021-02-09 12:56:02.888764","16-45-20201004",16,"2020-10-04 14:30:00"
7720,NULL,6,"81","2020-05-26 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 12:56:36.672365","2021-02-09 12:56:36.672376","37-81-20200526",37,"2020-05-26 12:36:53"
7721,NULL,6,"80","2020-05-26 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 12:59:33.776107","2021-02-09 12:59:33.776118","37-80-20200526",37,"2020-05-26 12:36:53"
7722,NULL,4,"16","2020-08-12 12:30:17",77,NULL,2,"17.00",0,NULL,"2021-02-09 13:01:17.159306","2021-02-09 13:01:17.159317","16-16-20200812",16,"2020-08-12 13:30:51"
7723,NULL,6,"79","2020-05-27 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 13:03:33.127522","2021-02-09 13:03:33.127533","37-79-20200527",37,"2020-05-27 12:36:53"
7724,NULL,6,"76","2020-06-01 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 13:04:55","2021-02-09 17:18:57.819801","37-76-20200601",37,"2020-06-01 12:36:53"
7725,NULL,6,"76","2020-05-27 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 13:06:30.070198","2021-02-09 13:06:30.070208","37-76-20200527",37,"2020-05-27 12:36:53"
7726,NULL,6,"77","2020-05-27 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 13:11:19.570777","2021-02-09 13:11:19.570788","37-77-20200527",37,"2020-05-27 12:36:53"
7727,NULL,2,"49","2020-06-02 10:40:00",107,NULL,1,"24.00",2,NULL,"2021-02-09 13:12:00.339704","2021-02-09 13:12:00.339716","16-49-20200602",16,"2020-06-02 12:10:00"
7728,NULL,6,"79","2020-06-01 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 13:12:40","2021-02-09 17:02:02.015769","37-79-20200601",37,"2020-06-01 12:36:53"
7729,NULL,4,"16","2020-08-18 11:12:22",77,NULL,0,"20.00",0,NULL,"2021-02-09 13:13:06.085869","2021-02-09 13:13:06.08588","16-16-20200818",16,"2020-08-18 12:12:40"
7730,NULL,4,"16","2020-09-07 10:30:32",77,NULL,1,"16.00",0,NULL,"2021-02-09 13:19:54.220159","2021-02-09 13:19:54.22017","16-16-20200907",16,"2020-09-07 12:18:49"
7731,NULL,2,"49","2020-07-14 09:20:00",107,NULL,2,"25.00",0,NULL,"2021-02-09 13:20:39.298655","2021-02-09 13:20:39.298693","16-49-20200714",16,"2020-07-14 10:53:00"
7732,NULL,2,"49","2020-06-30 11:00:00",100,NULL,1,"24.00",1,NULL,"2021-02-09 13:25:50.036784","2021-02-09 13:25:50.036795","16-49-20200630",16,"2020-06-30 12:15:00"
7733,NULL,2,"49","2020-08-09 10:00:00",100,NULL,1,"32.00",0,NULL,"2021-02-09 16:01:19.534854","2021-02-09 16:01:19.534865","16-49-20200809",16,"2020-08-09 11:30:00"
7734,NULL,2,"46","2020-06-02 12:27:00",107,NULL,0,"25.00",3,NULL,"2021-02-09 16:18:48.913832","2021-02-09 16:18:48.913843","16-46-20200602",16,"2020-06-02 12:55:00"
7735,NULL,2,"46","2020-06-30 12:45:00",100,NULL,1,"25.00",1,NULL,"2021-02-09 16:21:49.738257","2021-02-09 16:21:49.738267","16-46-20200630",16,"2020-07-01 16:15:00"
7736,NULL,2,"46","2020-07-14 11:23:00",107,NULL,0,"27.00",0,NULL,"2021-02-09 16:24:36.557722","2021-02-09 16:24:36.557732","16-46-20200714",16,"2020-07-14 11:55:00"
7737,NULL,2,"46","2020-08-09 12:00:00",100,NULL,1,"35.00",0,NULL,"2021-02-09 16:28:33.50103","2021-02-09 16:28:33.501041","16-46-20200809",16,"2020-08-09 12:30:00"
7738,NULL,2,"46","2020-09-20 12:35:00",94,96,2,"24.00",1,NULL,"2021-02-09 16:49:13.285065","2021-02-09 16:49:13.285076","16-46-20200920",16,"2020-09-20 12:55:00"
7739,NULL,2,"46","2020-09-06 12:00:00",94,96,0,"27.00",0,NULL,"2021-02-09 16:51:14.934864","2021-02-09 16:51:14.934874","16-46-20200906",16,"2020-09-09 12:15:00"
7740,NULL,2,"46","2020-08-23 12:00:00",96,NULL,2,"32.00",0,NULL,"2021-02-09 16:53:27.129511","2021-02-09 16:53:27.129521","16-46-20200823",16,"2020-08-23 12:15:00"
7741,NULL,2,"46","2020-07-26 12:38:00",96,NULL,1,"35.00",1,NULL,"2021-02-09 16:55:34.866954","2021-02-09 16:55:34.866965","16-46-20200726",16,"2020-07-26 13:33:30"
7742,NULL,2,"46","2020-06-13 14:05:00",96,94,1,"23.00",0,NULL,"2021-02-09 16:58:11.718047","2021-02-09 16:58:11.718058","16-46-20200613",16,"2020-06-13 14:25:00"
7743,NULL,2,"49","2020-09-20 11:15:00",94,96,3,"23.00",1,NULL,"2021-02-09 17:12:18.702595","2021-02-09 17:12:18.702606","16-49-20200920",16,"2020-09-20 12:10:00"
7744,NULL,2,"49","2020-09-06 10:30:00",94,96,1,"24.00",0,NULL,"2021-02-09 17:15:41.242454","2021-02-09 17:15:41.242464","16-49-20200906",16,"2020-09-06 11:45:00"
7745,NULL,2,"49","2020-08-23 10:36:00",96,NULL,1,"31.00",0,NULL,"2021-02-09 17:19:56.184961","2021-02-09 17:19:56.184971","16-49-20200823",16,"2020-08-23 11:43:00"
7746,NULL,6,"76","2020-05-27 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 17:24:39.063756","2021-02-09 17:24:39.063767","37-76-20200527",37,"2020-05-27 12:36:53"
7747,NULL,2,"49","2020-07-26 11:06:00",96,NULL,1,"34.00",1,NULL,"2021-02-09 17:24:41.26854","2021-02-09 17:24:41.268555","16-49-20200726",16,"2020-07-26 12:25:00"
7748,NULL,6,"79","2020-05-27 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 17:27:49.206114","2021-02-09 17:27:49.206125","37-79-20200527",37,"2020-05-27 12:36:53"
7749,NULL,6,"78","2020-05-27 12:36:53",111,NULL,NULL,NULL,NULL,NULL,"2021-02-09 17:31:09.428317","2021-02-09 17:31:09.428328","37-78-20200527",37,"2020-05-27 12:36:53"
7750,NULL,2,"49","2020-06-13 12:05:00",94,96,3,"21.00",0,NULL,"2021-02-09 17:32:08.28791","2021-02-09 17:32:08.287925","16-49-20200613",16,"2020-06-13 13:49:00"
7751,NULL,2,"32","2020-03-05 14:15:00",102,NULL,1,"14.00",1,NULL,"2021-02-09 17:52:41.760732","2021-02-09 17:52:41.760743","16-32-20200305",16,"2020-03-05 14:25:00"
7752,NULL,2,"33","2020-03-05 13:51:00",102,NULL,1,"10.00",1,NULL,"2021-02-09 17:54:48.882249","2021-02-09 17:54:48.88226","16-33-20200305",16,"2020-03-05 14:03:00"
7753,NULL,2,"34","2020-03-05 13:13:00",102,NULL,1,"9.00",1,NULL,"2021-02-09 17:57:44.192303","2021-02-09 17:57:44.192312","16-34-20200305",16,"2020-03-05 13:25:00"
7754,NULL,2,"35","2020-03-05 12:55:00",102,NULL,1,"9.00",1,NULL,"2021-02-09 17:59:33.780919","2021-02-09 17:59:33.780929","16-35-20200305",16,"2020-03-05 13:05:00"
7755,NULL,2,"36","2020-03-05 12:25:00",102,NULL,1,"8.00",1,NULL,"2021-02-09 18:00:56.484038","2021-02-09 18:00:56.484048","16-36-20200305",16,"2020-03-05 12:35:00"
7756,NULL,2,"32","2020-05-18 14:12:00",102,NULL,2,"20.00",1,NULL,"2021-02-09 18:04:39.208338","2021-02-09 18:04:39.208349","16-32-20200518",16,"2020-05-18 14:25:00"
7757,NULL,2,"33","2020-05-18 13:28:00",102,NULL,0,"16.00",1,NULL,"2021-02-09 18:07:28.209072","2021-02-09 18:07:28.209083","16-33-20200518",16,"2020-05-18 13:38:00"
7758,NULL,2,"34","2020-05-18 13:00:00",102,NULL,0,"14.00",1,NULL,"2021-02-09 18:10:37.430992","2021-02-09 18:10:37.431002","16-34-20200518",16,"2020-05-18 13:09:00"
7759,NULL,2,"35","2020-05-18 10:10:00",102,NULL,0,"11.00",1,NULL,"2021-02-09 18:12:58.028886","2021-02-09 18:12:58.028895","16-35-20200518",16,"2020-05-18 10:19:00"
7760,NULL,2,"36","2020-05-18 10:48:00",102,NULL,0,"10.00",1,NULL,"2021-02-09 18:14:58.471197","2021-02-09 18:14:58.471208","16-36-20200518",16,"2020-05-18 11:11:00"
7761,NULL,2,"32","2020-05-28 14:30:00",77,NULL,1,"24.00",0,NULL,"2021-02-09 18:16:43.604222","2021-02-09 18:16:43.604233","16-32-20200528",16,"2020-05-28 14:45:00"
7762,NULL,2,"33","2020-05-28 13:30:00",77,NULL,0,"22.00",1,NULL,"2021-02-09 18:18:51.547735","2021-02-09 18:18:51.547746","16-33-20200528",16,"2020-05-28 13:45:00"
7763,NULL,2,"34","2020-05-28 12:35:00",77,NULL,0,"18.00",1,NULL,"2021-02-09 18:21:38.784771","2021-02-09 18:21:38.784782","16-34-20200528",16,"2020-05-28 12:50:00"
7764,NULL,2,"35","2020-05-28 10:00:00",77,NULL,1,"15.00",0,NULL,"2021-02-09 18:23:57.012883","2021-02-09 18:23:57.012893","16-35-20200528",16,"2020-05-28 10:15:00"
7765,NULL,2,"36","2020-05-28 12:00:00",77,NULL,2,"15.00",2,NULL,"2021-02-09 18:25:41.88014","2021-02-09 18:25:41.880154","16-36-20200528",16,"2020-05-28 12:15:00"
7766,NULL,2,"15","2020-08-18 12:00:00",110,NULL,1,"15.00",1,NULL,"2021-02-09 18:28:56.560273","2021-02-09 18:28:56.560284","16-15-20200818",16,"2020-08-18 13:00:00"
7767,NULL,2,"38","2020-08-18 13:15:00",110,NULL,1,"16.00",1,NULL,"2021-02-09 18:31:16.102373","2021-02-09 18:31:16.102383","16-38-20200818",16,"2020-08-18 13:30:00"
7768,NULL,2,"37","2020-08-18 13:45:00",110,NULL,2,"17.00",0,NULL,"2021-02-09 18:33:51.666741","2021-02-09 18:33:51.666752","16-37-20200818",16,"2020-08-18 14:00:00"
7769,NULL,2,"15","2020-09-02 11:00:00",110,NULL,1,"9.00",1,NULL,"2021-02-09 18:35:31.743625","2021-02-09 18:35:31.743635","16-15-20200902",16,"2020-09-02 12:00:00"
7770,NULL,2,"37","2020-09-02 12:45:00",110,NULL,2,"10.00",1,NULL,"2021-02-09 18:38:33.188309","2021-02-09 18:38:33.188319","16-37-20200902",16,"2020-09-02 13:00:00"
7771,NULL,2,"38","2020-09-02 12:10:00",110,NULL,1,"9.00",1,NULL,"2021-02-09 18:39:44.374305","2021-02-09 18:39:44.374315","16-38-20200902",16,"2020-09-02 12:25:00"
7772,NULL,2,"17","2020-09-11 10:50:00",110,NULL,0,"19.00",1,NULL,"2021-02-09 18:41:09.470606","2021-02-09 18:41:09.470617","16-17-20200911",16,"2020-09-11 11:19:00"
7773,NULL,2,"14","2020-09-07 10:20:00",110,NULL,1,"14.00",1,NULL,"2021-02-09 18:48:22.497068","2021-02-09 18:48:22.497082","16-14-20200907",16,"2020-09-07 11:30:00"
7774,NULL,2,"15","2020-06-21 10:37:00",110,NULL,1,"12.00",0,NULL,"2021-02-09 18:50:59.090136","2021-02-09 18:50:59.090146","16-15-20200621",16,"2020-06-21 11:30:00"
7775,NULL,2,"15","2020-07-10 10:35:00",110,NULL,1,"14.00",1,NULL,"2021-02-09 18:55:48.691653","2021-02-09 18:55:48.691665","16-15-20200710",16,"2020-07-10 11:40:00"
7776,NULL,2,"15","2020-07-03 12:00:00",110,NULL,2,"13.00",0,NULL,"2021-02-09 18:59:52.491875","2021-02-09 18:59:52.491887","16-15-20200703",16,"2020-07-03 13:00:00"
7777,NULL,2,"15","2020-07-28 09:47:00",102,NULL,3,"20.00",0,NULL,"2021-02-09 19:03:10.913751","2021-02-09 19:03:10.913761","16-15-20200728",16,"2020-07-28 11:07:00"
7778,NULL,6,"78","2020-06-01 07:18:32",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 07:20:20.506724","2021-02-10 07:20:20.506735","37-78-20200601",37,"2020-06-01 07:18:32"
7779,NULL,6,"78","2020-06-01 07:18:32",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 07:30:32.573463","2021-02-10 07:30:32.573474","37-78-20200601",37,"2020-06-01 07:18:32"
7780,NULL,6,"76","2020-06-01 07:18:32",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 07:32:18.480407","2021-02-10 07:32:18.480417","37-76-20200601",37,"2020-06-01 07:18:32"
7781,NULL,6,"78","2020-06-01 07:18:32",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 07:36:00.174088","2021-02-10 07:36:00.174098","37-78-20200601",37,"2020-06-01 07:18:32"
7782,NULL,6,"79","2020-06-01 07:40:17",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 07:41:25.747864","2021-02-10 07:41:25.747874","37-79-20200601",37,"2020-06-01 07:40:17"
7783,NULL,6,"76","2020-06-01 07:40:17",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 07:42:47.888173","2021-02-10 07:42:47.888184","37-76-20200601",37,"2020-06-01 07:40:17"
7784,NULL,6,"77","2020-06-01 07:40:17",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 07:44:48.428346","2021-02-10 07:44:48.428357","37-77-20200601",37,"2020-06-01 07:40:17"
7785,NULL,4,"20","2020-06-10 09:34:31",107,NULL,0,"16.00",2,NULL,"2021-02-10 09:35:12.20672","2021-02-10 09:35:12.206731","16-20-20200610",16,"2020-06-10 11:34:42"
7786,NULL,2,"20","2020-07-15 09:49:27",107,NULL,0,"23.00",0,NULL,"2021-02-10 09:50:00","2021-02-10 16:58:10.447598","16-20-20200715",16,"2020-07-15 10:49:40"
7787,NULL,4,"20","2020-08-13 10:00:45",107,NULL,0,"21.00",0,NULL,"2021-02-10 10:01:22.049389","2021-02-10 10:01:22.0494","16-20-20200813",16,"2020-08-13 11:00:55"
7788,NULL,6,"79","2020-06-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:13:18.177076","2021-02-10 10:13:18.177087","37-79-20200601",37,"2020-06-01 10:12:23"
7790,NULL,6,"77","2020-06-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:15:49.81132","2021-02-10 10:15:49.811331","37-77-20200601",37,"2020-06-01 10:12:23"
7791,NULL,6,"77","2020-06-01 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:17:31.144776","2021-02-10 10:17:31.144787","37-77-20200601",37,"2020-06-01 10:12:23"
7792,NULL,6,"78","2020-05-27 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:23:10.298323","2021-02-10 10:23:10.298333","37-78-20200527",37,"2020-05-27 10:12:23"
7793,NULL,6,"76","2020-05-27 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:25:02.330131","2021-02-10 10:25:02.330142","37-76-20200527",37,"2020-05-27 10:12:23"
7794,NULL,6,"78","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:29:00.049978","2021-02-10 10:29:00.049989","37-78-20200610",37,"2020-06-10 10:12:23"
7795,NULL,6,"79","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:30:09.404231","2021-02-10 10:30:09.404242","37-79-20200610",37,"2020-06-10 10:12:23"
7796,NULL,6,"76","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:31:41.206552","2021-02-10 10:31:41.206563","37-76-20200610",37,"2020-06-10 10:12:23"
7797,NULL,6,"77","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:32:54.715751","2021-02-10 10:32:54.715762","37-77-20200610",37,"2020-06-10 10:12:23"
7798,NULL,6,"78","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:35:43.955834","2021-02-10 10:35:43.955845","37-78-20200610",37,"2020-06-10 10:12:23"
7799,NULL,6,"79","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:38:56.610834","2021-02-10 10:38:56.610845","37-79-20200610",37,"2020-06-10 10:12:23"
7800,NULL,4,"20","2020-06-24 10:39:01",107,NULL,0,"37.00",0,NULL,"2021-02-10 10:39:40.799677","2021-02-10 10:39:40.799688","16-20-20200624",16,"2020-06-24 11:39:14"
7801,NULL,2,"32","2020-09-24 13:30:00",77,NULL,0,"25.00",0,NULL,"2021-02-10 10:42:41.895548","2021-02-10 10:42:41.895558","16-32-20200924",16,"2020-09-24 13:45:00"
7802,NULL,2,"33","2020-09-24 12:40:00",77,NULL,2,"24.00",1,NULL,"2021-02-10 10:45:20.844362","2021-02-10 10:45:20.844373","16-33-20200924",16,"2020-09-24 13:00:00"
7803,NULL,2,"34","2020-09-24 11:40:00",77,NULL,1,"23.00",2,NULL,"2021-02-10 10:47:06.275115","2021-02-10 10:47:06.275126","16-34-20200924",16,"2020-09-24 12:00:00"
7804,NULL,2,"35","2020-09-24 10:47:49",77,NULL,2,"23.00",0,NULL,"2021-02-10 10:48:12","2021-02-10 10:49:44.155081","16-35-20200924",16,"2020-09-24 10:47:55"
7805,NULL,2,"36","2020-09-24 13:30:00",77,NULL,2,"17.00",0,NULL,"2021-02-10 10:49:25.709883","2021-02-10 10:49:25.709893","16-36-20200924",16,"2020-09-24 13:40:00"
7806,NULL,2,"32","2020-06-09 11:00:00",102,NULL,0,"18.00",1,NULL,"2021-02-10 10:52:22.664591","2021-02-10 10:52:22.664601","16-32-20200609",16,"2020-06-10 11:15:00"
7807,NULL,2,"33","2020-06-09 11:30:00",102,NULL,2,"15.00",1,NULL,"2021-02-10 10:55:20.196986","2021-02-10 10:55:20.196997","16-33-20200609",16,"2020-06-09 11:45:00"
7808,NULL,6,"76","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:57:50.819287","2021-02-10 10:57:50.819299","37-76-20200610",37,"2020-06-10 10:12:23"
7809,NULL,6,"77","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 10:59:02.212041","2021-02-10 10:59:02.212053","37-77-20200610",37,"2020-06-10 10:12:23"
7810,NULL,2,"34","2020-06-09 12:00:00",102,NULL,2,"12.00",1,NULL,"2021-02-10 11:01:23.488286","2021-02-10 11:01:23.488297","16-34-20200609",16,"2020-06-09 12:15:00"
7811,NULL,6,"78","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:01:38.583508","2021-02-10 11:01:38.583519","37-78-20200610",37,"2020-06-10 10:12:23"
7812,NULL,6,"79","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:03:22.769558","2021-02-10 11:03:22.769568","37-79-20200610",37,"2020-06-10 10:12:23"
7813,NULL,4,"20","2020-09-25 10:58:25",107,NULL,0,"18.00",1,NULL,"2021-02-10 11:03:43.177016","2021-02-10 11:03:43.177027","16-20-20200925",16,"2020-09-25 12:01:56"
7814,NULL,2,"35","2020-06-09 12:30:00",102,NULL,1,"9.00",1,NULL,"2021-02-10 11:04:52.119084","2021-02-10 11:04:52.119094","16-35-20200609",16,"2020-06-09 12:45:00"
7815,NULL,6,"76","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:05:53.593248","2021-02-10 11:05:53.593263","37-76-20200610",37,"2020-06-10 10:12:23"
7816,NULL,2,"36","2020-06-09 14:00:00",102,NULL,1,"9.00",0,NULL,"2021-02-10 11:08:10.40193","2021-02-10 11:08:10.40194","16-36-20200609",16,"2020-06-09 14:15:00"
7817,NULL,6,"77","2020-06-10 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:08:29.049318","2021-02-10 11:08:29.049328","37-77-20200610",37,"2020-06-10 10:12:23"
7818,NULL,4,"20","2020-08-28 10:09:40",107,NULL,0,"26.00",0,NULL,"2021-02-10 11:10:16.300441","2021-02-10 11:10:16.300452","16-20-20200828",16,"2020-08-28 11:09:57"
7819,NULL,6,"78","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:10:36.614516","2021-02-10 11:10:36.614528","37-78-20200616",37,"2020-06-16 10:12:23"
7820,NULL,2,"32","2020-06-23 11:00:00",102,NULL,0,"33.00",0,NULL,"2021-02-10 11:11:53.244129","2021-02-10 11:11:53.24414","16-32-20200623",16,"2020-06-23 11:15:00"
7821,NULL,6,"79","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:11:54.152511","2021-02-10 11:11:54.152522","37-79-20200616",37,"2020-06-16 10:12:23"
7822,NULL,6,"76","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:13:38.753208","2021-02-10 11:13:38.753219","37-76-20200616",37,"2020-06-16 10:12:23"
7823,NULL,2,"33","2020-06-23 12:00:00",102,NULL,0,"26.00",0,NULL,"2021-02-10 11:14:54.986537","2021-02-10 11:14:54.986548","16-33-20200623",16,"2020-06-23 12:00:00"
7824,NULL,6,"77","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:15:19.073639","2021-02-10 11:15:19.07365","37-77-20200616",37,"2020-06-16 10:12:23"
7825,NULL,6,"78","2020-06-16 10:12:23",111,NULL,NULL,NULL,NULL,NULL,"2021-02-10 11:18:13.369592","2021-02-10 11:18:13.369602","37-78-20200616",37,"2020-06-16 10:12:23"
