"idesp","id","nombre_cientifico","created_at","updated_at","ent_pk","imagen","dicc_ecologia_id","dicc_biogeovoou_id","dicc_biogeosimple_id","dicc_estatussn_id","dicc_ecologiatrofica_id","ent_pk_padre","autor","nombre_comun","nivel","audio","idprotocolo"
145,147,"Mustela vison","2011-05-16 13:46:37.715739","2011-05-16 13:46:37.715739",103361,NULL,NULL,NULL,NULL,NULL,NULL,2130,NULL,"Visón americano",7,NULL,NULL
146,148,"Putorius","2011-05-16 13:46:37.720748","2011-05-16 13:46:37.720748",2133,NULL,NULL,NULL,NULL,NULL,NULL,1022,NULL,NULL,6,NULL,NULL
147,149,"Putorius putorius","2011-05-16 13:46:37.72571","2011-05-16 13:46:37.72571",2134,NULL,NULL,NULL,NULL,NULL,NULL,2133,NULL,"Turón",7,NULL,NULL
148,150,"Martes","2011-05-16 13:46:37.73065","2011-05-16 13:46:37.73065",2135,NULL,NULL,NULL,NULL,NULL,NULL,1022,NULL,NULL,6,NULL,NULL
149,151,"Martes foina","2011-05-16 13:46:37.735575","2011-05-16 13:46:37.735575",2136,NULL,NULL,NULL,NULL,NULL,NULL,2135,NULL,"Garduña",7,NULL,NULL
150,152,"Martes martes","2011-05-16 13:46:37.740527","2011-05-16 13:46:37.740527",2137,NULL,NULL,NULL,NULL,NULL,NULL,2135,NULL,"Marta",7,NULL,NULL
151,153,"Lutra","2011-05-16 13:46:37.745474","2011-05-16 13:46:37.745474",2138,NULL,NULL,NULL,NULL,NULL,NULL,1022,NULL,NULL,6,NULL,NULL
152,154,"Lutra lutra","2011-05-16 13:46:37.750382","2011-05-16 13:46:37.750382",2139,NULL,NULL,NULL,NULL,NULL,NULL,2138,NULL,"Nutria",7,NULL,NULL
153,155,"Meles","2011-05-16 13:46:37.755334","2011-05-16 13:46:37.755334",2140,NULL,NULL,NULL,NULL,NULL,NULL,1022,NULL,NULL,6,NULL,NULL
154,156,"Meles meles","2011-05-16 13:46:37.760259","2011-05-16 13:46:37.760259",2141,NULL,NULL,NULL,NULL,NULL,NULL,2140,NULL,"Tejón",7,NULL,NULL
155,157,"Viverridae","2011-05-16 13:46:37.765233","2011-05-16 13:46:37.765233",1023,NULL,NULL,NULL,NULL,NULL,NULL,106,NULL,NULL,5,NULL,NULL
156,158,"Genetta","2011-05-16 13:46:37.770135","2011-05-16 13:46:37.770135",2142,NULL,NULL,NULL,NULL,NULL,NULL,1023,NULL,NULL,6,NULL,NULL
157,159,"Genetta genetta","2011-05-16 13:46:37.775148","2011-05-16 13:46:37.775148",2143,NULL,NULL,NULL,NULL,NULL,NULL,2142,NULL,"Gineta",7,NULL,NULL
158,160,"Herpestidae","2011-05-16 13:46:37.780048","2011-05-16 13:46:37.780048",1024,NULL,NULL,NULL,NULL,NULL,NULL,106,NULL,NULL,5,NULL,NULL
159,161,"Herpestes","2011-05-16 13:46:37.785011","2011-05-16 13:46:37.785011",2144,NULL,NULL,NULL,NULL,NULL,NULL,1024,NULL,NULL,6,NULL,NULL
160,162,"Herpestes ichneumon","2011-05-16 13:46:37.789972","2011-05-16 13:46:37.789972",2145,NULL,NULL,NULL,NULL,NULL,NULL,2144,NULL,"Meloncillo",7,NULL,NULL
161,163,"Pinnipeda","2011-05-16 13:46:37.794944","2011-05-16 13:46:37.794944",107,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,4,NULL,NULL
162,164,"Phocidae","2011-05-16 13:46:37.799898","2011-05-16 13:46:37.799898",2150,NULL,NULL,NULL,NULL,NULL,NULL,107,NULL,NULL,5,NULL,NULL
163,165,"Monachus","2011-05-16 13:46:37.804876","2011-05-16 13:46:37.804876",2151,NULL,NULL,NULL,NULL,NULL,NULL,2150,NULL,NULL,6,NULL,NULL
164,166,"Monachus monachus","2011-05-16 13:46:37.809878","2011-05-16 13:46:37.809878",2152,NULL,NULL,NULL,NULL,NULL,NULL,2151,NULL,"Foca Monje del Mediterráneo",7,NULL,NULL
165,167,"Phoca","2011-05-16 13:46:37.814851","2011-05-16 13:46:37.814851",2153,NULL,NULL,NULL,NULL,NULL,NULL,2150,NULL,NULL,6,NULL,NULL
166,168,"Phoca vitulina","2011-05-16 13:46:37.819879","2011-05-16 13:46:37.819879",2154,NULL,NULL,NULL,NULL,NULL,NULL,2153,NULL,"Foca común",7,NULL,NULL
167,169,"Cystophora","2011-05-16 13:46:37.824974","2011-05-16 13:46:37.824974",2155,NULL,NULL,NULL,NULL,NULL,NULL,2150,NULL,NULL,6,NULL,NULL
168,170,"Cystophora cristata","2011-05-16 13:46:37.830161","2011-05-16 13:46:37.830161",2156,NULL,NULL,NULL,NULL,NULL,NULL,2155,NULL,"Foca de casco",7,NULL,NULL
169,171,"Pagophilus","2011-05-16 13:46:37.835132","2011-05-16 13:46:37.835132",111274,NULL,NULL,NULL,NULL,NULL,NULL,2150,NULL,NULL,6,NULL,NULL
170,172,"Pagophilus groenlandicus","2011-05-16 13:46:37.840097","2011-05-16 13:46:37.840097",109667,NULL,NULL,NULL,NULL,NULL,NULL,111274,NULL,NULL,7,NULL,NULL
171,173,"Cetacea","2011-05-16 13:46:37.845077","2011-05-16 13:46:37.845077",108,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,4,NULL,NULL
172,174,"Balaenidae","2011-05-16 13:46:37.850038","2011-05-16 13:46:37.850038",2157,NULL,NULL,NULL,NULL,NULL,NULL,108,NULL,NULL,5,NULL,NULL
173,175,"Eubalaena","2011-05-16 13:46:37.855015","2011-05-16 13:46:37.855015",2158,NULL,NULL,NULL,NULL,NULL,NULL,2157,NULL,NULL,6,NULL,NULL
174,176,"Eubalaena glacialis","2011-05-16 13:46:37.859949","2011-05-16 13:46:37.859949",2159,NULL,NULL,NULL,NULL,NULL,NULL,2158,NULL,"Ballena vasca",7,NULL,NULL
175,177,"Balaenopteridae","2011-05-16 13:46:37.86498","2011-05-16 13:46:37.86498",2160,NULL,NULL,NULL,NULL,NULL,NULL,108,NULL,NULL,5,NULL,NULL
176,178,"Balaenoptera","2011-05-16 13:46:37.869897","2011-05-16 13:46:37.869897",2161,NULL,NULL,NULL,NULL,NULL,NULL,2160,NULL,NULL,6,NULL,NULL
177,179,"Balaenoptera musculus","2011-05-16 13:46:37.944642","2011-05-16 13:46:37.944642",2162,NULL,NULL,NULL,NULL,NULL,NULL,2161,NULL,"Rorcual azul",7,NULL,NULL
178,180,"Balaenoptera physalus","2011-05-16 13:46:37.950066","2011-05-16 13:46:37.950066",2163,NULL,NULL,NULL,NULL,NULL,NULL,2161,NULL,"Rorcual común",7,NULL,NULL
179,181,"Balaenoptera acutorostrata","2011-05-16 13:46:37.955291","2011-05-16 13:46:37.955291",16130,NULL,NULL,NULL,NULL,NULL,NULL,2161,NULL,"Rorcual aliblanco",7,NULL,NULL
180,182,"Balaenoptera borealis","2011-05-16 13:46:37.960372","2011-05-16 13:46:37.960372",16131,NULL,NULL,NULL,NULL,NULL,NULL,2161,NULL,"Rolcual norteño",7,NULL,NULL
181,183,"Balaenoptera edeni","2011-05-16 13:46:37.965492","2011-05-16 13:46:37.965492",111776,NULL,NULL,NULL,NULL,NULL,NULL,2161,NULL,"Rorcual tropical",7,NULL,NULL
182,184,"Balaenoptera brydei","2011-05-16 13:46:37.970592","2011-05-16 13:46:37.970592",111854,NULL,NULL,NULL,NULL,NULL,NULL,2161,NULL,NULL,7,NULL,NULL
183,185,"Megaptera","2011-05-16 13:46:37.975715","2011-05-16 13:46:37.975715",2164,NULL,NULL,NULL,NULL,NULL,NULL,2160,NULL,NULL,6,NULL,NULL
184,186,"Megaptera novaeangliae","2011-05-16 13:46:37.980795","2011-05-16 13:46:37.980795",2165,NULL,NULL,NULL,NULL,NULL,NULL,2164,NULL,"Yubarta",7,NULL,NULL
185,187,"Ziphiidae","2011-05-16 13:46:37.985926","2011-05-16 13:46:37.985926",2166,NULL,NULL,NULL,NULL,NULL,NULL,108,NULL,NULL,5,NULL,NULL
186,188,"Hyperoodon","2011-05-16 13:46:37.990978","2011-05-16 13:46:37.990978",2167,NULL,NULL,NULL,NULL,NULL,NULL,2166,NULL,NULL,6,NULL,NULL
187,189,"Hyperoodon rostratus","2011-05-16 13:46:37.996319","2011-05-16 13:46:37.996319",2168,NULL,NULL,NULL,NULL,NULL,NULL,2167,NULL,NULL,7,NULL,NULL
188,190,"Hyperoodon ampullatus","2011-05-16 13:46:38.001416","2011-05-16 13:46:38.001416",111782,NULL,NULL,NULL,NULL,NULL,NULL,2167,NULL,"Zifio calderón septentrional",7,NULL,NULL
189,191,"Mesoplodon","2011-05-16 13:46:38.006575","2011-05-16 13:46:38.006575",2169,NULL,NULL,NULL,NULL,NULL,NULL,2166,NULL,NULL,6,NULL,NULL
190,192,"Mesoplodon mirus","2011-05-16 13:46:38.011633","2011-05-16 13:46:38.011633",2170,NULL,NULL,NULL,NULL,NULL,NULL,2169,NULL,"Ballenato hocicudo de True",7,NULL,NULL
191,193,"Mesoplodon densirostris","2011-05-16 13:46:38.016753","2011-05-16 13:46:38.016753",111783,NULL,NULL,NULL,NULL,NULL,NULL,2169,NULL,"Zifio de Blainville",7,NULL,NULL
192,194,"Mesoplodon europaeus","2011-05-16 13:46:38.021799","2011-05-16 13:46:38.021799",111784,NULL,NULL,NULL,NULL,NULL,NULL,2169,NULL,"Zifio de Gervais",7,NULL,NULL
193,195,"Ziphius","2011-05-16 13:46:38.026847","2011-05-16 13:46:38.026847",2171,NULL,NULL,NULL,NULL,NULL,NULL,2166,NULL,NULL,6,NULL,NULL
194,196,"Ziphius cavirostris","2011-05-16 13:46:38.03181","2011-05-16 13:46:38.03181",2172,NULL,NULL,NULL,NULL,NULL,NULL,2171,NULL,"Ballena de Cuvier",7,NULL,NULL
195,197,"Delphinidae","2011-05-16 13:46:38.036828","2011-05-16 13:46:38.036828",2173,NULL,NULL,NULL,NULL,NULL,NULL,108,NULL,NULL,5,NULL,NULL
196,198,"Orcinus","2011-05-16 13:46:38.04178","2011-05-16 13:46:38.04178",2174,NULL,NULL,NULL,NULL,NULL,NULL,2173,NULL,NULL,6,NULL,NULL
197,199,"Orcinus orca","2011-05-16 13:46:38.046766","2011-05-16 13:46:38.046766",2175,NULL,NULL,NULL,NULL,NULL,NULL,2174,NULL,"Orca común",7,NULL,NULL
198,200,"Pseudorca","2011-05-16 13:46:38.051714","2011-05-16 13:46:38.051714",2176,NULL,NULL,NULL,NULL,NULL,NULL,2173,NULL,NULL,6,NULL,NULL
199,201,"Pseudorca crassidens","2011-05-16 13:46:38.056719","2011-05-16 13:46:38.056719",2177,NULL,NULL,NULL,NULL,NULL,NULL,2176,NULL,"Orca bastarda",7,NULL,NULL
200,202,"Grampus","2011-05-16 13:46:38.061704","2011-05-16 13:46:38.061704",2178,NULL,NULL,NULL,NULL,NULL,NULL,2173,NULL,NULL,6,NULL,NULL
201,203,"Grampus griseus","2011-05-16 13:46:38.066758","2011-05-16 13:46:38.066758",2179,NULL,NULL,NULL,NULL,NULL,NULL,2178,NULL,"Calderón gris",7,NULL,NULL
202,204,"Globicephala","2011-05-16 13:46:38.071752","2011-05-16 13:46:38.071752",2180,NULL,NULL,NULL,NULL,NULL,NULL,2173,NULL,NULL,6,NULL,NULL
203,205,"Globicephala melaena","2011-05-16 13:46:38.076758","2011-05-16 13:46:38.076758",2181,NULL,NULL,NULL,NULL,NULL,NULL,2180,NULL,"Calderón común",7,NULL,NULL
204,206,"Globicephala melas","2011-05-16 13:46:38.081699","2011-05-16 13:46:38.081699",16128,NULL,NULL,NULL,NULL,NULL,NULL,2180,NULL,"Calderón común",7,NULL,NULL
205,207,"Globicephala macrorhynchus","2011-05-16 13:46:38.086763","2011-05-16 13:46:38.086763",106669,NULL,NULL,NULL,NULL,NULL,NULL,2180,NULL,"Calderón tropical",7,NULL,NULL
206,208,"Delphinus","2011-05-16 13:46:38.091695","2011-05-16 13:46:38.091695",2182,NULL,NULL,NULL,NULL,NULL,NULL,2173,NULL,NULL,6,NULL,NULL
207,209,"Delphinus delphis","2011-05-16 13:46:38.096747","2011-05-16 13:46:38.096747",2183,NULL,NULL,NULL,NULL,NULL,NULL,2182,NULL,"Delfín común",7,NULL,NULL
208,210,"Tursiops","2011-05-16 13:46:38.101693","2011-05-16 13:46:38.101693",2184,NULL,NULL,NULL,NULL,NULL,NULL,2173,NULL,NULL,6,NULL,NULL
209,211,"Tursiops truncatus","2011-05-16 13:46:38.106733","2011-05-16 13:46:38.106733",2185,NULL,NULL,NULL,NULL,NULL,NULL,2184,NULL,"Delfín mular",7,NULL,NULL
210,212,"Stenella","2011-05-16 13:46:38.111666","2011-05-16 13:46:38.111666",16126,NULL,NULL,NULL,NULL,NULL,NULL,2173,NULL,NULL,6,NULL,NULL
211,213,"Stenella coeruleoalba","2011-05-16 13:46:38.116923","2011-05-16 13:46:38.116923",16127,NULL,NULL,NULL,NULL,NULL,NULL,16126,NULL,"Delfín listado",7,NULL,NULL
212,214,"Stenella frontalis","2011-05-16 13:46:38.121877","2011-05-16 13:46:38.121877",111780,NULL,NULL,NULL,NULL,NULL,NULL,16126,NULL,"Delfín moteado del Atlántico",7,NULL,NULL
213,215,"Lagenodelphis","2011-05-16 13:46:38.126963","2011-05-16 13:46:38.126963",111779,NULL,NULL,NULL,NULL,NULL,NULL,2173,NULL,NULL,6,NULL,NULL
214,216,"Lagenodelphis hosei","2011-05-16 13:46:38.13189","2011-05-16 13:46:38.13189",111778,NULL,NULL,NULL,NULL,NULL,NULL,111779,NULL,"Delfín de Fraser",7,NULL,NULL
215,217,"Lacerta schreiberi","2011-05-16 13:46:38.136973","2011-05-16 13:46:38.136973",16116,NULL,NULL,NULL,NULL,NULL,NULL,111778,NULL,"Lagarto verdinegro",8,NULL,NULL
216,218,"Steno","2011-05-16 13:46:38.142005","2011-05-16 13:46:38.142005",111785,NULL,NULL,NULL,NULL,NULL,NULL,2173,NULL,NULL,6,NULL,NULL
217,219,"Steno bredanensis","2011-05-16 13:46:38.14704","2011-05-16 13:46:38.14704",111781,NULL,NULL,NULL,NULL,NULL,NULL,111785,NULL,"Delfín de dientes rugosos",7,NULL,NULL
218,220,"Phocaenidae","2011-05-16 13:46:38.151956","2011-05-16 13:46:38.151956",2190,NULL,NULL,NULL,NULL,NULL,NULL,108,NULL,NULL,5,NULL,NULL
219,221,"Phocoena","2011-05-16 13:46:38.156993","2011-05-16 13:46:38.156993",2191,NULL,NULL,NULL,NULL,NULL,NULL,2190,NULL,NULL,6,NULL,NULL
220,222,"Phocoena phocoena","2011-05-16 13:46:38.161886","2011-05-16 13:46:38.161886",2192,NULL,NULL,NULL,NULL,NULL,NULL,2191,NULL,"Marsopa común",7,NULL,NULL
221,223,"Physeteridae","2011-05-16 13:46:38.1669","2011-05-16 13:46:38.1669",2193,NULL,NULL,NULL,NULL,NULL,NULL,108,NULL,NULL,5,NULL,NULL
222,224,"Physeter","2011-05-16 13:46:38.171835","2011-05-16 13:46:38.171835",2194,NULL,NULL,NULL,NULL,NULL,NULL,2193,NULL,NULL,6,NULL,NULL
223,225,"Physeter catodon","2011-05-16 13:46:38.176847","2011-05-16 13:46:38.176847",2195,NULL,NULL,NULL,NULL,NULL,NULL,2194,NULL,"Cachalote",7,NULL,NULL
224,226,"Physeter macrocephalus","2011-05-16 13:46:38.181765","2011-05-16 13:46:38.181765",16129,NULL,NULL,NULL,NULL,NULL,NULL,2194,NULL,"Cachalote",7,NULL,NULL
225,227,"Kogia","2011-05-16 13:46:38.18677","2011-05-16 13:46:38.18677",2196,NULL,NULL,NULL,NULL,NULL,NULL,2193,NULL,NULL,6,NULL,NULL
226,228,"Kogia breviceps","2011-05-16 13:46:38.261016","2011-05-16 13:46:38.261016",2197,NULL,NULL,NULL,NULL,NULL,NULL,2196,NULL,"Cachalote pigmeo",7,NULL,NULL
227,229,"Kogia sima","2011-05-16 13:46:38.266932","2011-05-16 13:46:38.266932",111777,NULL,NULL,NULL,NULL,NULL,NULL,2196,NULL,"Cachalote enano",7,NULL,NULL
228,230,"Aves","2011-05-16 13:46:38.272049","2011-05-16 13:46:38.272049",60,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,3,NULL,NULL
229,231,"Passeriformes","2011-05-16 13:46:38.27729","2011-05-16 13:46:38.27729",110,NULL,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,4,NULL,NULL
230,232,"Alaudidae","2011-05-16 13:46:38.282311","2011-05-16 13:46:38.282311",1100,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,5,NULL,NULL
231,233,"Alauda","2011-05-16 13:46:38.287494","2011-05-16 13:46:38.287494",2200,NULL,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,6,NULL,NULL
232,235,"Lullula","2011-05-16 13:46:38.297743","2011-05-16 13:46:38.297743",2202,NULL,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,6,NULL,NULL
233,237,"Galerida","2011-05-16 13:46:38.308245","2011-05-16 13:46:38.308245",2204,NULL,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,6,NULL,5
234,240,"Chersophilus","2011-05-16 13:46:38.323757","2011-05-16 13:46:38.323757",2207,NULL,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,6,NULL,NULL
235,242,"Calandrella","2011-05-16 13:46:38.333937","2011-05-16 13:46:38.333937",2209,NULL,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,6,NULL,NULL
236,245,"Melanocorypha","2011-05-16 13:46:38.34887","2011-05-16 13:46:38.34887",2212,NULL,NULL,NULL,NULL,NULL,NULL,1100,NULL,NULL,6,NULL,NULL
237,247,"Melanocorypha yeltoniensis","2011-05-16 13:46:38.35887","2011-05-16 13:46:38.35887",15079,NULL,NULL,NULL,NULL,NULL,NULL,2212,NULL,"Calandria negra",7,NULL,NULL
238,248,"Hirundidae","2011-05-16 13:46:38.36386","2011-05-16 13:46:38.36386",1101,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,5,NULL,NULL
239,249,"Hirundo","2011-05-16 13:46:38.368787","2011-05-16 13:46:38.368787",2215,NULL,NULL,NULL,NULL,NULL,NULL,1101,NULL,NULL,6,NULL,NULL
240,14552,"prunus avium","2011-05-16 13:48:56.976322","2017-01-09 13:53:48.398122",77200,NULL,NULL,NULL,NULL,NULL,NULL,77150,NULL,"Majuelo",9,NULL,NULL
241,246,"Melanocorypha calandra","2011-05-16 13:46:38.353902","2011-05-21 11:47:04.083588",2213,NULL,NULL,NULL,NULL,NULL,NULL,2212,NULL,"Calandria",7,"65_Melanocorypha_calandra_-_Calandria.mp3",NULL
242,243,"Calandrella brachydactyla","2011-05-16 13:46:38.338927","2011-05-21 11:47:04.667292",2210,NULL,NULL,NULL,NULL,NULL,NULL,2209,NULL,"Terrera común",7,"66_Calandrella_brachydactyla_-_Terrera_comu_n.mp3",NULL
243,252,"Delichon","2011-05-16 13:46:38.383785","2011-05-16 13:46:38.383785",2218,NULL,NULL,NULL,NULL,NULL,NULL,1101,NULL,NULL,6,NULL,NULL
244,254,"Ptyonoprogne","2011-05-16 13:46:38.393769","2011-05-16 13:46:38.393769",2220,NULL,NULL,NULL,NULL,NULL,NULL,1101,NULL,NULL,6,NULL,NULL
245,256,"Riparia","2011-05-16 13:46:38.403928","2011-05-16 13:46:38.403928",2222,NULL,NULL,NULL,NULL,NULL,NULL,1101,NULL,NULL,6,NULL,NULL
246,241,"Chersophilus duponti","2011-05-16 13:46:38.328852","2012-11-13 12:08:27.496838",2208,NULL,2,NULL,NULL,NULL,NULL,2207,NULL,"Alondra de Dupont",7,"68_Chersophilus_duponti_-_Alondra_de_Dupont.mp3",NULL
247,258,"Motacillidae","2011-05-16 13:46:38.413947","2011-05-16 13:46:38.413947",1102,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,5,NULL,NULL
248,260,"Anthus petrosus","2011-05-16 13:46:38.423907","2011-05-16 13:46:38.423907",2225,NULL,NULL,NULL,NULL,NULL,NULL,2224,NULL,"Bisbita costero",7,NULL,NULL
249,263,"Anthus pratensis","2011-05-16 13:46:38.43894","2011-05-16 13:46:38.43894",2228,NULL,NULL,NULL,NULL,NULL,NULL,2224,NULL,"Bisbita común",7,NULL,5
250,265,"Anthus cervinus","2011-05-16 13:46:38.448906","2011-05-16 13:46:38.448906",106405,NULL,NULL,NULL,NULL,NULL,NULL,2224,NULL,"Bisbita gorgirrojo",7,NULL,NULL
251,266,"Anthus berthelotii","2011-05-16 13:46:38.453906","2011-05-16 13:46:38.453906",106661,NULL,NULL,NULL,NULL,NULL,NULL,2224,NULL,"Bisbita caminero",7,NULL,NULL
252,267,"Motacilla","2011-05-16 13:46:38.45888","2011-05-16 13:46:38.45888",2230,NULL,NULL,NULL,NULL,NULL,NULL,1102,NULL,NULL,6,NULL,NULL
253,271,"Bombycillidae","2011-05-16 13:46:38.478864","2011-05-16 13:46:38.478864",1103,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,5,NULL,NULL
254,272,"Bombycilla","2011-05-16 13:46:38.483874","2011-05-16 13:46:38.483874",2235,NULL,NULL,NULL,NULL,NULL,NULL,1103,NULL,NULL,6,NULL,NULL
255,273,"Bombycilla garrulus","2011-05-16 13:46:38.488843","2011-05-16 13:46:38.488843",2236,NULL,NULL,NULL,NULL,NULL,NULL,2235,NULL,"Ámpelis europeo",7,NULL,NULL
256,274,"Pycnonotidae","2011-05-16 13:46:38.493863","2011-05-16 13:46:38.493863",1104,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,5,NULL,NULL
257,275,"Pycnonotus","2011-05-16 13:46:38.498824","2011-05-16 13:46:38.498824",2237,NULL,NULL,NULL,NULL,NULL,NULL,1104,NULL,NULL,6,NULL,NULL
258,276,"Pycnonotus barbatus","2011-05-16 13:46:38.503854","2011-05-16 13:46:38.503854",2238,NULL,NULL,NULL,NULL,NULL,NULL,2237,NULL,"Bubul naranjero",7,NULL,NULL
259,277,"Cinclidae","2011-05-16 13:46:38.569677","2011-05-16 13:46:38.569677",1105,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,5,NULL,NULL
260,278,"Cinclus","2011-05-16 13:46:38.583519","2011-05-16 13:46:38.583519",2239,NULL,NULL,NULL,NULL,NULL,NULL,1105,NULL,NULL,6,NULL,NULL
261,280,"Troglodytidae","2011-05-16 13:46:38.593814","2011-05-16 13:46:38.593814",1106,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,5,NULL,NULL
262,281,"Troglodytes","2011-05-16 13:46:38.598895","2011-05-16 13:46:38.598895",2241,NULL,NULL,NULL,NULL,NULL,NULL,1106,NULL,NULL,6,NULL,NULL
263,283,"Prunellidae","2011-05-16 13:46:38.609164","2011-05-16 13:46:38.609164",1107,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,5,NULL,NULL
264,284,"Prunella","2011-05-16 13:46:38.614425","2011-05-16 13:46:38.614425",2243,NULL,NULL,NULL,NULL,NULL,NULL,1107,NULL,NULL,6,NULL,NULL
265,287,"Turdidae","2011-05-16 13:46:38.630093","2011-05-16 13:46:38.630093",1108,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,5,NULL,NULL
266,295,"Erithacus","2011-05-16 13:46:38.670706","2011-05-16 13:46:38.670706",2254,NULL,NULL,NULL,NULL,NULL,NULL,1108,NULL,NULL,6,NULL,NULL
267,297,"Luscinia","2011-05-16 13:46:38.680748","2011-05-16 13:46:38.680748",2256,NULL,NULL,NULL,NULL,NULL,NULL,1108,NULL,NULL,6,NULL,NULL
268,300,"Cercotrichas","2011-05-16 13:46:38.696015","2011-05-16 13:46:38.696015",2259,NULL,NULL,NULL,NULL,NULL,NULL,1108,NULL,NULL,6,NULL,NULL
269,302,"Phoenicurus","2011-05-16 13:46:38.706075","2011-05-16 13:46:38.706075",2261,NULL,NULL,NULL,NULL,NULL,NULL,1108,NULL,NULL,6,NULL,5
270,305,"Saxicola","2011-05-16 13:46:38.721129","2011-05-16 13:46:38.721129",2264,NULL,NULL,NULL,NULL,NULL,NULL,1108,NULL,NULL,6,NULL,NULL
271,308,"Oenanthe","2011-05-16 13:46:38.736249","2011-05-16 13:46:38.736249",2267,NULL,NULL,NULL,NULL,NULL,NULL,1108,NULL,NULL,6,NULL,5
272,312,"Oenanthe leucopyga","2011-05-16 13:46:38.756298","2011-05-16 13:46:38.756298",15087,NULL,NULL,NULL,NULL,NULL,NULL,2267,NULL,"Collalba negra de Brehm",7,NULL,NULL
273,313,"Monticola","2011-05-16 13:46:38.761536","2011-05-16 13:46:38.761536",2271,NULL,NULL,NULL,NULL,NULL,NULL,1108,NULL,NULL,6,NULL,NULL
274,316,"Sylviidae","2011-05-16 13:46:38.776642","2011-05-16 13:46:38.776642",1109,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,5,NULL,NULL
275,328,"Sylvia curruca","2011-05-16 13:46:38.906537","2011-05-16 13:46:38.906537",15112,NULL,NULL,NULL,NULL,NULL,NULL,2275,NULL,"Curruca zarcerilla",7,NULL,NULL
276,329,"Sylvia nisoria","2011-05-16 13:46:38.911706","2011-05-16 13:46:38.911706",15113,NULL,NULL,NULL,NULL,NULL,NULL,2275,NULL,"Curruca gavilana",7,NULL,NULL
277,255,"Ptyonoprogne rupestris","2011-05-16 13:46:38.398925","2011-05-21 11:47:01.072536",2221,NULL,NULL,NULL,NULL,NULL,NULL,2220,NULL,"Avión roquero",7,"76_Ptyonoprogne_rupestris_-_Avio_n_roquero.mp3",NULL
278,253,"Delichon urbicum","2011-05-16 13:46:38.388746","2011-05-21 11:56:29.762429",2219,NULL,NULL,NULL,NULL,NULL,NULL,2218,NULL,"Avión común",7,"77_Delichon_urbica_-_Avio_n_comu_n.mp3",NULL
279,250,"Hirundo rustica","2011-05-16 13:46:38.37382","2011-05-21 11:47:00.326662",2216,NULL,NULL,NULL,NULL,NULL,NULL,2215,NULL,"Golondrina común",7,"74_Hirundo_rustica_-_Golondrina_comu_n.mp3",NULL
280,327,"Sylvia hortensis","2011-05-16 13:46:38.901308","2011-05-21 11:47:02.461333",2284,NULL,NULL,NULL,NULL,NULL,NULL,2275,NULL,"Curruca mirlona",7,"32_Sylvia_hortensis_-_Curruca_mirlona.mp3",NULL
281,319,"Sylvia sarda","2011-05-16 13:46:38.791635","2011-05-21 11:46:59.690843",2277,NULL,NULL,NULL,NULL,NULL,NULL,2275,NULL,"Curruca sarda",7,"27_Sylvia_sarda_-_Curruca_sarda.mp3",NULL
282,299,"Luscinia svecica","2011-05-16 13:46:38.690986","2011-05-21 11:47:01.937378",2258,NULL,NULL,NULL,NULL,NULL,NULL,2256,NULL,"Pechiazul",7,"04_Luscinia_svecica_-_Pechiazual.mp3",NULL
283,262,"Anthus trivialis","2011-05-16 13:46:38.433939","2011-05-21 11:47:02.188558",2227,NULL,NULL,NULL,NULL,NULL,NULL,2224,NULL,"Bisbita arboreo",7,"79_Anthus_trivialis_-_Bisbita_arbo_reo.mp3",NULL
284,330,"Locustella","2011-05-16 13:46:38.916902","2011-05-16 13:46:38.916902",2285,NULL,NULL,NULL,NULL,NULL,NULL,1109,NULL,NULL,6,NULL,NULL
285,332,"Locustella naevia","2011-05-16 13:46:38.92731","2011-05-16 13:46:38.92731",2287,NULL,NULL,NULL,NULL,NULL,NULL,2285,NULL,"Buscarla pintoja",7,NULL,NULL
286,333,"Cisticola","2011-05-16 13:46:38.93274","2011-05-16 13:46:38.93274",2288,NULL,NULL,NULL,NULL,NULL,NULL,1109,NULL,NULL,6,NULL,NULL
287,334,"Cisticola juncidis","2011-05-16 13:46:38.937896","2011-05-16 13:46:38.937896",2289,NULL,NULL,NULL,NULL,NULL,NULL,2288,NULL,"Buitrón",7,NULL,NULL
